Tanggal_Beli,Jam_Beli,Keberangkatan,Jam,Estimasi,kd_tiket,Harga_Tiket,Pembelian,Metode,kode_asal,kode_tujuan,Kode_Trayek,Layanan,Segmentasi,Kantor_Cabang,Tahun,H_plus,lead_time,Asal,Tujuan,Trayek
2023-04-10,09:02:18,2023-04-24,14:00:00,16:00:00,2c1d4373ac0372b64c9f,600000,Redbus,Transfer,PDJ,KMO,BWI-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,14,Pool Damri Jember,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2023-04-24,10:05:50,2023-04-24,17:00:00,17:00:00,674359d02cd68f236,235000,Agen Pemasaran,Deposit,CLP,KLR,CLP-KLS,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Terminal Klari,Pool DAMRI Cilacap - Terminal Kalideres
2023-04-23,14:18:51,2023-04-24,12:00:00,13:00:00,2a1df28be458b367e94e,180000,Redbus,Transfer,MGN,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,1,Agen Damri Mangiran,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-18,14:39:30,2023-04-24,19:00:00,17:00:00,223862e7e1c547837,585000,LOKET,Tunai,TAJR,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,6,Terminal Arjosari/ Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-24,10:05:50,2023-04-24,17:00:00,17:00:00,5b08a3d00f3ce41a3,235000,Agen Pemasaran,Deposit,CLP,KLR,CLP-KLS,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Terminal Klari,Pool DAMRI Cilacap - Terminal Kalideres
2023-04-24,16:19:51,2023-04-24,17:00:00,17:00:00,5461f5191d4fde5091de,315000,LOKET,Tunai,WSB,KMO,BJG-KMO,BNS,AKAP,Jakarta,2023,3,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2023-04-21,18:43:56,2023-04-24,19:00:00,19:00:00,4ac1b618062d251c140c,510000,Traveloka,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,3,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-17,21:22:16,2023-04-24,12:30:00,15:15:00,359eb789130fb0555690,240000,Redbus,Transfer,PWR,KMO,YG-KMO,BNS,AKAP,Purworejo,2023,3,7,Pool DAMRI Purworejo,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2023-04-23,11:35:33,2023-04-24,17:00:00,17:00:00,6ae83219f26c13bd2c27,315000,LOKET,Tunai,BJG,KMO,BJG-KMO,BNS,AKAP,Jakarta,2023,3,1,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2023-04-22,12:52:26,2023-04-24,18:30:00,17:00:00,3f208e1a01500abf3,270000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2023,3,2,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2023-04-20,11:03:13,2023-04-24,19:00:00,17:00:00,22f995d51ab989f6d75f,585000,Redbus,Transfer,TAJR,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,4,Terminal Arjosari/ Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-23,11:21:55,2023-04-24,18:30:00,18:30:00,2bb28d89c4747727db4d,270000,DAMRI APPS,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2023,3,1,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2023-04-24,12:38:34,2023-04-24,15:00:00,15:00:00,2b5b32784df47a5bb,235000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-24,10:31:02,2023-04-24,17:00:00,17:00:00,5fcf361927906ac42,235000,Agen Pemasaran,Deposit,CLP,KLR,CLP-KLS,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Terminal Klari,Pool DAMRI Cilacap - Terminal Kalideres
2023-04-06,11:58:56,2023-04-24,21:00:00,19:00:00,692a0092a7c3cc77686f,585000,Redbus,Transfer,TAJR,PGB,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,18,Terminal Arjosari/ Pool DAMRI Malang,Terminal Pulogebang,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-12,17:04:37,2023-04-24,18:30:00,18:30:00,19e338afb70cf6677,235000,Admin,Tunai,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2023,3,12,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2023-04-24,13:14:59,2023-04-24,15:00:00,15:00:00,3da03012143991a20,235000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-03-26,11:24:11,2023-04-24,18:30:00,18:30:00,8b0d2cf347c1a19ba383,235000,DAMRI APPS,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2023,3,29,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2023-04-12,14:36:07,2023-04-24,21:00:00,21:00:00,8398396fbc6b0c29a08a,510000,Redbus,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,12,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-24,07:15:03,2023-04-24,07:00:00,07:00:00,5f71cfd7c709262d5c72,270000,LOKET,Tunai,BUM,CIP,BUM-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Agen DAMRI Bumiayu - Pool DAMRI Cipaku
2023-04-24,12:39:48,2023-04-24,15:00:00,15:00:00,67289c3cc739bd68c,235000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-24,10:05:50,2023-04-24,17:00:00,17:00:00,57d76f5a13a5b8e08,235000,Agen Pemasaran,Deposit,CLP,KLR,CLP-KLS,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Terminal Klari,Pool DAMRI Cilacap - Terminal Kalideres
2023-04-24,08:55:35,2023-04-24,17:00:00,17:15:00,57f574d0f71a6e063a39,315000,LOKET,Tunai,SWGN,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,0,Terminal Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-23,10:59:31,2023-04-24,18:30:00,17:00:00,616d6b207ad04cce3,270000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2023,3,1,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2023-04-21,09:54:43,2023-04-24,19:00:00,19:00:00,4545cb2c7c7f1b7218ee,235000,Traveloka,Transfer,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2023,3,3,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-23,15:28:55,2023-04-24,17:00:00,18:00:00,2715ae4608686e30d41b,315000,LOKET,Tunai,BKT,KMO,BJG-KMO,BNS,AKAP,Jakarta,2023,3,1,Terminal Bukateja,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2023-04-24,09:35:52,2023-04-24,18:30:00,17:00:00,65cb71ee85bb44ef5,270000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2023,3,0,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2023-04-21,15:00:03,2023-04-24,19:00:00,19:00:00,26e5b0dc9ca1c7889,235000,LOKET,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2023,3,3,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-24,13:05:12,2023-04-24,14:00:00,14:30:00,4595561b314ca14aabd9,240000,LOKET,Tunai,PWR,KMO,PWR-KMO,BNS,AKAP,Purworejo,2023,3,0,Pool DAMRI Purworejo,Pool DAMRI Kemayoran,Pool DAMRI Purworejo - Pool DAMRI Kemayoran
2023-04-21,13:27:02,2023-04-24,17:00:00,18:00:00,8184328c97c91966c7c0,300000,LOKET,Tunai,BKT,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,3,Terminal Bukateja,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-24,18:26:28,2023-04-24,19:00:00,19:00:00,983598b1546df09d4517,270000,LOKET,Tunai,BUM,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-22,05:26:16,2023-04-24,17:00:00,17:30:00,6cd8958c5021dcabe165,300000,LOKET,Tunai,BJG,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,2,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-24,18:48:58,2023-04-24,19:00:00,19:00:00,07b88c185477a04267f9,270000,LOKET,Tunai,BUM,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-23,08:50:45,2023-04-24,17:00:00,17:00:00,8d6fb2a5980f16a90f19,300000,LOKET,Tunai,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,1,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-24,18:44:50,2023-04-24,19:00:00,19:00:00,56316dcc12d37ef60c6e,270000,LOKET,Tunai,BUM,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-23,15:37:27,2023-04-24,17:00:00,17:00:00,4cb24071297ba709d8ca,315000,LOKET,Tunai,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,1,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-23,13:17:32,2023-04-24,19:00:00,19:00:00,93cf24444cbc0a235,250000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2023,3,1,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2023-04-23,12:13:02,2023-04-24,18:30:00,18:30:00,884192f005281e8cd,270000,Agen Pemasaran,Deposit,PWT,KMO,MDJ-KLS,BNS,AKAP,Purwokerto,2023,3,1,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Mandiraja - Terminal Kalideres
2023-04-24,08:07:35,2023-04-24,17:00:00,17:00:00,5778b3b7fe1ae62c72e2,315000,LOKET,Tunai,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-18,19:28:56,2023-04-24,19:00:00,19:00:00,7ddce5e7412abc57c,250000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2023,3,6,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2023-04-18,10:14:10,2023-04-24,19:00:00,19:00:00,3e6a5b87d64f55f0a6f5,235000,LOKET,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2023,3,6,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-03-27,22:07:21,2023-04-24,19:00:00,17:00:00,2a11491c38a8fb8b2549,720000,Traveloka,Transfer,TAJR,PGB,SBY-KMO,RYL,AKAP,Bandara Soekarno Hatta,2023,3,28,Terminal Arjosari/ Pool DAMRI Malang,Terminal Pulogebang,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-24,07:02:17,2023-04-24,07:00:00,07:00:00,49a204906d0c109dde95,270000,LOKET,Tunai,BUM,CIP,BUM-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Agen DAMRI Bumiayu - Pool DAMRI Cipaku
2023-04-20,19:30:38,2023-04-24,14:00:00,13:00:00,5dea2ce99deaee91b758,660000,Traveloka,Transfer,BWI,PGB,BWI-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,4,Terminal Brawijaya Banyuwangi,Terminal Pulogebang,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2023-04-11,05:20:29,2023-04-24,12:30:00,15:15:00,8d7658a6f0393bd4629b,240000,Redbus,Transfer,PWR,KMO,YG-KMO,BNS,AKAP,Purworejo,2023,3,13,Pool DAMRI Purworejo,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2023-03-31,12:33:40,2023-04-24,19:00:00,16:30:00,8193dbc9507c6c4536d7,720000,Traveloka,Transfer,PDML,KMO,SBY-KMO,RYL,AKAP,Bandara Soekarno Hatta,2023,3,24,Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-22,14:54:21,2023-04-24,12:00:00,19:00:00,43c19d7e2b6071088a68,155000,Redbus,Transfer,BUM,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,2,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-18,18:52:26,2023-04-24,19:00:00,16:30:00,895b9d4d0124c22eb6d6,585000,Traveloka,Transfer,PDML,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,6,Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-23,07:18:45,2023-04-24,18:30:00,18:30:00,9dacec771a06a710e6cd,270000,Redbus,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2023,3,1,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2023-04-20,10:57:41,2023-04-24,19:00:00,16:30:00,6593a0bcbb1cfe8fd,585000,Admin,Tunai,PDML,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,4,Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-22,12:51:30,2023-04-24,18:30:00,18:30:00,83a0f58eb5cfcf55bc1d,270000,Redbus,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2023,3,2,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2023-04-24,09:49:27,2023-04-24,17:00:00,17:00:00,4173dafa294ec408cae0,315000,LOKET,Tunai,WSB,KMO,BJG-KMO,BNS,AKAP,Jakarta,2023,3,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2023-04-21,12:56:16,2023-04-24,18:30:00,17:00:00,60fca0931d71dc4e1,270000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2023,3,3,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2023-04-21,08:28:37,2023-04-24,19:00:00,19:00:00,1ae574db00cc9f0854d1,510000,Traveloka,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,3,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-23,17:02:31,2023-04-24,17:00:00,17:00:00,521049485d217f8ed,235000,Agen Pemasaran,Deposit,CLP,KLR,CLP-KLS,BNS,AKAP,Cilacap,2023,3,1,Pool DAMRI Cilacap,Terminal Klari,Pool DAMRI Cilacap - Terminal Kalideres
2023-04-24,12:43:41,2023-04-24,15:00:00,15:00:00,4d81f7b739c8f9125,235000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-24,13:12:50,2023-04-24,14:00:00,14:30:00,38bbf3a379ff2079be5e,260000,LOKET,Tunai,PWR,KMO,PWR-KMO,BNS,AKAP,Purworejo,2023,3,0,Pool DAMRI Purworejo,Pool DAMRI Kemayoran,Pool DAMRI Purworejo - Pool DAMRI Kemayoran
2023-04-23,13:53:47,2023-04-24,19:00:00,19:00:00,383fae4fc25561a06ff1,510000,Traveloka,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,1,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-24,10:05:50,2023-04-24,17:00:00,17:00:00,674359d02cd68f236,235000,Agen Pemasaran,Deposit,CLP,KLR,CLP-KLS,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Terminal Klari,Pool DAMRI Cilacap - Terminal Kalideres
2023-04-24,12:43:41,2023-04-24,15:00:00,15:00:00,306c72d67fec72315,235000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-10,08:17:04,2023-04-24,12:30:00,12:30:00,5400284966dced52bded,240000,Traveloka,Transfer,YG,KMO,YG-KMO,BNS,AKAP,Purworejo,2023,3,14,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2023-04-09,15:16:11,2023-04-24,21:00:00,21:00:00,4e38e91350e9233490a0,510000,Traveloka,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,15,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-23,17:58:21,2023-04-24,18:30:00,18:30:00,02c8604ad1e1cae9f,270000,LOKET,Tunai,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2023,3,1,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2023-04-24,13:14:59,2023-04-24,15:00:00,15:00:00,64a8dac216185217d,235000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-24,10:31:58,2023-04-24,17:00:00,17:00:00,5f354e868758e5e7c,235000,Agen Pemasaran,Deposit,CLP,KLR,CLP-KLS,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Terminal Klari,Pool DAMRI Cilacap - Terminal Kalideres
2023-04-12,18:30:39,2023-04-24,21:00:00,18:30:00,7c53b351914b723adfc7,585000,DAMRI APPS,Transfer,PDML,KMO,SBY-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,12,Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2023-04-24,07:21:29,2023-04-24,07:00:00,07:00:00,564a19503ed8dfb3976c,270000,LOKET,Tunai,BUM,CIP,BUM-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Agen DAMRI Bumiayu - Pool DAMRI Cipaku
2023-04-24,12:43:41,2023-04-24,15:00:00,15:00:00,3a1edbb7b1cdb5a91,235000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-15,11:43:40,2023-04-24,18:30:00,18:30:00,616f2119abd8aff412c3,270000,Traveloka,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2023,3,9,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2023-04-22,12:45:07,2023-04-24,19:00:00,19:00:00,3d305496b34eedbef,250000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2023,3,2,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2023-04-18,10:15:36,2023-04-24,19:00:00,19:00:00,4a07fdc6400040d37d25,235000,LOKET,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2023,3,6,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-23,13:55:46,2023-04-24,17:00:00,17:00:00,4a48861044a748d388e0,315000,LOKET,Tunai,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,1,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-23,12:06:34,2023-04-24,18:30:00,17:00:00,6f498d31141ec194f,270000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2023,3,1,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2023-04-20,17:58:27,2023-04-24,19:00:00,19:00:00,5f9050bd34f9b4605bb9,235000,LOKET,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2023,3,4,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-24,10:05:56,2023-04-24,17:00:00,17:00:00,8fb98813994404f2c81b,315000,LOKET,Tunai,BJG,KMO,BJG-KMO,BNS,AKAP,Jakarta,2023,3,0,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2023-04-24,10:59:46,2023-04-24,18:30:00,17:00:00,1a15ccb31bd0b289b,270000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2023,3,0,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2023-04-24,08:56:27,2023-04-24,19:00:00,19:00:00,925f4a24f33ccc2b707b,235000,LOKET,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2023,3,0,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-21,13:50:48,2023-04-24,17:00:00,17:30:00,7b56fe760d6052083366,300000,LOKET,Tunai,BJG,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,3,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-24,18:47:45,2023-04-24,19:00:00,19:00:00,6c0cc85bfc6b3a0400a4,270000,LOKET,Tunai,BUM,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-22,16:10:39,2023-04-24,17:00:00,17:45:00,4561beecbee4c55cf2df,300000,LOKET,Tunai,PCNG,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,2,Agen Damri Pucang,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-24,18:49:51,2023-04-24,19:00:00,19:00:00,8dfd9df29db858d27d3b,270000,LOKET,Tunai,BUM,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-23,10:31:45,2023-04-24,17:00:00,17:00:00,802efea5e35acedd6ac3,300000,LOKET,Tunai,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,1,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-20,17:53:51,2023-04-24,19:00:00,19:00:00,24eceeeeafa722391,250000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2023,3,4,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2023-04-24,18:14:15,2023-04-24,19:00:00,19:00:00,0200d925c80dd7bfec1f,270000,LOKET,Tunai,BUM,CIP,YG-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2023-04-24,07:24:10,2023-04-24,17:00:00,17:15:00,82eb7a7f97d038491b87,315000,LOKET,Tunai,SWGN,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,0,Terminal Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-21,16:49:58,2023-04-24,19:00:00,19:00:00,0805d971f8eeef804,250000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2023,3,3,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2023-04-16,21:05:46,2023-04-24,19:00:00,19:00:00,2d0a90928ee46cc7b,235000,Admin,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2023,3,8,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2023-04-23,15:38:43,2023-04-24,17:00:00,17:00:00,97e46b1204be503a9627,315000,LOKET,Tunai,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2023,3,1,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2023-04-24,06:49:26,2023-04-24,07:00:00,07:00:00,4ff41f9626d91d1ff6b6,270000,LOKET,Tunai,BUM,CIP,BUM-CIP,BNS,AKAP,Bogor,2023,3,0,Agen DAMRI Bumiayu,Pool DAMRI Cipaku,Agen DAMRI Bumiayu - Pool DAMRI Cipaku
2023-04-18,21:45:29,2023-04-24,14:00:00,20:00:00,7223d4c2b1ed58bcd798,585000,DAMRI APPS,Transfer,TBA,KMO,BWI-KMO,EKS,AKAP,Bandara Soekarno Hatta,2023,3,6,Terminal Bayuangga - Probolinggo,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
